feature,class
"-475.80792,134.54224,22.297974,36.008053,3.3255107,15.785044,0.32508758,15.217527,-10.03314,3.693872,-6.8888307,14.646072,0.76166713,12.220529,3.398448,13.334252,1.3185711,9.037896,3.4740562,6.3253446,-1.3641655,6.3473535,0.5841587,4.465749,-0.3104681,1.6814988,0.63927895,0.33169448,-0.7843431,-0.7422344,0.47294682,1.878105,2.0992074,3.4554036,1.1967862,1.9402281,1.6942044,0.46804562,1.727444,0.7831301",Tanker
"-379.32758,81.15104,12.308355,34.26979,7.1031384,23.52977,10.066741,23.781809,2.9230604,11.352445,-1.5032562,15.29377,0.2707362,9.888473,-2.8762639,7.879684,-1.4272918,8.524081,0.4721673,5.813706,-3.3193293,5.885509,-0.31550378,3.0783367,1.4340079,3.3268766,-0.977069,1.5743668,0.72051513,1.3156621,-0.54941726,1.5831796,-0.7805109,0.11354862,0.83373517,1.8941228,-0.8233027,-0.29653272,1.4989882,0.7256936",Tanker
"-418.79657,94.35261,-9.672242,28.147072,-4.9244637,17.312109,4.015643,21.309614,-1.8973161,11.225777,-3.761173,14.339633,-0.36950824,12.6981945,-1.8537366,10.175624,-0.5999228,13.315503,-0.28844845,6.4216714,-2.1557896,7.80846,-0.022304395,5.3173313,0.20166758,4.4180775,0.26827738,4.363614,2.6224108,4.53749,0.3806959,3.547511,2.381905,4.234876,3.2040133,3.9016712,1.7039475,0.66268134,2.1964407,2.8023806",Tanker
"-359.16556,99.01319,8.396969,32.55131,2.8770716,15.526037,1.614208,16.849453,-0.33168277,13.174663,-0.64132416,16.14447,1.9427847,11.421196,-2.2460802,9.213039,-2.2103112,7.97472,-0.25856143,4.910768,-1.4864881,6.802853,-0.6241314,2.6778338,0.9894314,2.5011525,-2.3239183,2.2587543,2.080279,0.24416797,-0.5687629,2.780025,-0.13988817,0.48996308,2.2341423,1.9421793,1.3307399,1.6536725,1.9945318,0.5912671",Tanker
"-340.0186,90.6883,-11.434781,25.794985,-2.2903492,7.468976,-15.301049,15.328169,-18.687143,9.924635,-3.0550866,17.847206,-10.719965,14.092336,-4.3671126,14.348217,-0.5053742,9.137403,1.7547343,8.326582,-8.127261,7.83207,0.47447318,8.287611,-1.6920661,5.9948215,-1.9029607,6.0394955,0.72614753,5.43698,0.766865,7.0739317,1.3910339,2.811741,0.72572803,2.996835,-1.0462888,1.1806648,3.489151,5.707391",Tanker
"-294.28323,109.571106,-2.7216601,30.367052,-7.119978,19.894945,-0.76370656,20.444162,-7.9927545,10.020446,-11.963503,11.654896,-7.5371256,9.353275,-8.082961,7.5897107,-8.607189,10.369855,-5.8348274,8.753413,-7.249658,12.557102,-1.8447851,6.7600555,-1.8191437,6.002424,-2.6470232,4.268521,-0.29267013,4.7274785,-1.0129544,4.3222475,0.4975427,2.0867798,0.22016962,3.512433,-0.17983197,1.3753746,0.5917118,1.9646858",Tanker
"-425.83,103.73974,0.98522717,24.028564,-0.89419657,19.396423,5.1741652,32.60664,6.00525,15.787695,-2.4612205,17.244303,-0.079377875,14.643723,1.1170143,11.722816,-0.017012306,13.099977,0.63226295,6.3270016,-5.9305315,5.7216578,-2.4286191,2.6034603,-2.5607798,1.6708945,-3.078792,-0.2277444,-1.6461446,0.8619979,-0.6265453,2.404945,0.6750285,0.75331724,0.21643145,1.8920821,1.6699996,-0.10874737,2.9356227,1.3354474",Tanker
"-487.76785,83.40106,4.2405972,31.924988,0.045797717,22.863825,6.257675,22.906225,3.3031144,17.782728,-0.24887961,15.349737,0.4757166,12.789044,-0.664385,9.943576,-0.8847713,11.2643585,0.40131125,7.7483864,-0.52709585,7.0096836,1.0168307,7.06547,-0.51013696,4.197707,1.2844762,3.3052027,0.66699606,2.5609736,0.8622665,2.693104,2.235128,2.3185313,2.486538,2.0086188,2.0867257,1.13968,2.7982037,1.5970459",Tanker
"-432.44238,89.6971,8.818499,27.666677,10.952885,23.21026,10.879014,18.308912,5.769792,11.315911,1.8255193,12.049832,4.6759243,11.245818,4.232691,11.758511,4.7803636,10.011033,4.4854307,6.0448303,1.0161513,5.715193,2.5438097,3.241418,2.2952652,3.667531,1.987625,2.6396515,1.9860728,2.0443552,1.6636426,1.5643966,1.625666,1.4068346,2.0080392,1.7485079,2.3426957,0.6347432,2.2844234,1.387177",Tanker
"-362.97803,92.60794,6.048543,29.426067,1.0706444,19.370651,5.1174927,19.303467,2.4676974,13.595947,-2.504558,14.882699,1.9245026,12.84163,-0.8170208,12.67377,-0.96340173,10.829175,1.2446202,6.9476485,-3.032839,6.852516,0.12967205,4.6472535,0.29867214,4.549134,0.15054004,2.6284149,0.58361816,3.2410982,0.09571615,1.2515503,0.87497514,1.5460752,1.8540926,1.7859933,0.28711691,-0.8043179,1.5003802,1.3067273",Tanker
"-410.3915,130.156,12.780921,34.20123,8.071697,20.732294,-3.0207999,18.02798,0.07579612,11.6184,-9.449933,11.306859,-2.563374,12.707021,-3.286828,11.639733,-0.88941795,11.077798,-0.2163207,8.030317,-2.671571,8.013301,-1.1258076,4.775929,-4.858651,1.9525223,-2.3420806,5.2492194,1.7910253,4.2807484,-0.3562573,1.5382111,-0.0941425,1.3028345,1.7282065,3.5249584,3.3649938,1.1313171,2.8634496,2.6529946",Tanker
"-447.37936,99.0566,18.68302,34.436966,7.188705,18.659328,4.548003,15.12009,0.27349076,10.162822,-0.17115434,14.36211,6.434442,12.422578,3.021341,11.119678,1.8143902,8.3154955,1.0483556,4.5937357,-0.031113641,6.300514,2.8752847,5.4731154,4.7575874,6.5327983,4.0866866,3.6305177,1.8122796,0.6605786,-0.7008189,0.20039225,0.119610876,-0.018403102,1.4179518,1.0826491,2.1198647,1.4473908,4.442948,3.5961206",Tanker
"-329.60803,86.79626,8.162172,31.990713,-6.703182,16.95026,-2.7462652,20.33293,-7.508172,10.529884,-9.847704,15.309468,-4.5800524,14.194044,-6.785242,11.531796,-6.7472696,10.497521,-3.6745605,7.737616,-5.955418,9.192291,-1.4492058,6.827385,-1.9400916,6.6842046,-1.6713579,5.2015038,-1.2275511,5.3433604,-1.9871947,4.0589247,-0.88760424,4.0349517,0.40253252,4.1321597,-0.2019972,2.3913324,1.2432952,3.4248562",Tanker
"-395.6972,95.10414,10.320916,29.2167,9.761122,19.897213,7.852197,22.226248,5.947347,12.261659,-0.41155383,16.14542,5.207913,11.712504,1.72078,10.093834,0.81107855,10.503949,4.2056804,7.28865,-0.56079566,7.028464,0.6428259,4.144009,2.1477246,3.8583148,0.44044742,1.368027,1.3401761,1.423078,-0.38555375,0.24885501,-0.2998133,-0.5849826,-0.343788,0.052834444,-0.74539834,-2.4302273,1.3409666,0.41174433",Tanker
"-419.73257,113.61958,5.5681977,34.287304,5.5712748,18.061956,5.59966,16.375978,1.4562715,10.093504,-1.3030564,12.768025,2.618535,7.740751,-1.4734178,6.998639,-1.0307931,7.401883,0.8572235,4.4912367,-0.94622386,5.810159,0.9717501,3.014012,-0.4896602,1.987855,1.1309838,1.4172456,1.4207984,2.4695837,0.20028986,2.1788073,1.847166,1.8648139,2.714629,2.8776495,1.9238455,1.1922178,2.6531477,2.7903502",Tanker
"-367.0387,115.67181,23.173538,31.607418,5.876511,18.715363,6.339036,16.199554,4.067378,13.913852,-3.938508,12.197275,3.4583,11.924058,1.2720457,12.073205,1.2076156,7.99638,0.8872264,6.03181,-1.4081174,5.0463896,-0.33034712,2.6931148,-0.23748533,3.973513,0.85734814,1.2241951,-0.8086567,1.8030641,-0.46530426,-0.8724758,-1.767749,-2.0573823,-1.4854445,0.3116248,-0.031350438,-2.2914622,-0.6104077,0.0660598",Tanker
"-427.69177,92.53729,0.22517574,22.697163,-4.589724,18.822838,0.898569,20.325644,-1.5053266,12.506742,-4.7975817,19.267807,3.5470989,18.423727,-0.7472051,13.916762,-1.088059,14.197073,0.13526519,8.908587,-2.9602034,8.663577,-1.7439378,5.967352,-1.0019753,5.6434264,-0.68361825,3.9253478,-0.23412195,2.7063868,-0.0035915992,3.8485284,2.7250087,3.940918,3.285302,4.062743,1.4103096,1.8303179,2.0901666,1.1429936",Tanker
"-380.00146,102.57174,11.834422,24.734114,7.039037,17.400343,8.328013,17.34628,6.1802073,10.79764,-0.73024017,13.415249,4.9958997,8.815312,0.21983148,9.0912895,-0.38628563,8.177344,3.564534,6.137315,-0.19154681,7.1848264,1.6145757,3.7925336,2.2751665,3.3560717,2.4713082,3.4827864,2.3642747,3.0674012,0.5699347,1.8927757,1.1501848,1.7032052,1.1551889,2.4501193,0.8460248,-0.17221893,1.2011615,1.0627741",Tanker
"-547.11926,104.72802,15.4565325,25.210953,6.3465347,18.143194,5.055615,22.746483,1.0956223,11.552954,1.2779424,14.573129,3.817062,11.143832,-1.3549324,8.536463,2.5416155,9.440836,1.535938,2.8332267,-0.12004818,8.906641,1.6559873,7.096958,4.714293,6.290041,1.7103858,4.434867,2.700359,3.117755,2.3425865,3.6694386,4.4452167,2.8962631,6.0784907,2.3305125,4.9554715,1.6958933,5.7462792,2.1776514",Tanker
"-338.328,77.365105,-3.5787125,23.516548,-27.473055,10.023579,-4.567854,14.386575,-18.457676,12.952227,-2.5975628,19.791227,-1.2078346,23.31073,-0.91709673,21.642069,-7.718159,14.1006365,-3.8674688,6.719958,-4.4604034,7.685585,-1.0001416,5.0357256,-1.6801981,3.3585365,1.7658088,4.941289,-0.61012506,3.6281207,-1.7379198,5.2078514,1.3157313,4.139475,2.5841985,3.6400416,3.3955517,4.4079475,4.97664,2.879061",Tanker
"-427.81143,128.8433,15.710392,29.107944,-1.7143403,14.398428,-2.0929525,15.552013,1.9141965,9.503723,-7.8217354,12.575574,0.94506645,9.825587,-1.9846236,6.8858647,-5.740351,7.7092752,-0.43748924,4.83504,-4.483708,6.0037775,0.27463144,3.4315147,1.6234664,3.1750457,0.88456,2.8861012,0.47280228,1.742793,-0.9907884,0.74647474,-0.84693164,0.76364535,1.1339887,4.2455254,3.714462,1.348298,3.200011,2.647235",Tanker
"-186.7339,85.50587,6.0730915,20.683668,-10.754546,20.539026,-2.2445517,20.690344,-2.9396846,20.106762,-5.3909707,18.217518,1.72473,21.216747,-4.0771427,13.66091,-4.3364167,12.0494,-4.9670134,13.008657,-5.8214197,4.843089,-7.539228,3.972608,-6.5253325,4.889004,-3.154839,5.0622396,-4.339313,4.1814933,-3.6539912,0.228542,-5.2106757,1.626873,-2.6943645,1.2865258,-0.9502758,0.7858032,-2.007433,1.2162279",Tanker
"-458.17358,100.36338,12.0644455,26.991716,7.610692,18.266676,6.411201,23.190094,4.956837,13.6637,0.69810903,16.453539,4.5647907,11.204623,1.3383703,9.267678,0.6129958,10.508574,2.6484897,7.0221987,-0.25809085,7.372763,2.6015651,4.8790684,2.7743714,4.404458,1.417053,2.5605962,2.945401,2.5063462,1.4929898,1.9379303,2.344068,1.1719872,2.624273,2.1051493,1.7503338,0.123728044,2.359375,0.94477445",Tanker
"-432.88562,97.32206,9.120372,36.18622,-2.0107338,18.890165,2.4983099,18.673677,-1.3868495,8.321085,-3.1245549,16.445354,2.2167068,13.892436,-0.21042445,10.82625,0.1322057,11.278775,-0.8798649,5.6792135,-2.5346565,6.3296275,-2.6868243,4.8201666,-1.0453434,3.1978772,-0.9739175,1.6789242,1.2553811,1.8370755,-0.033265006,2.9647698,1.4368898,2.2645113,2.10035,1.6281195,1.1170306,1.8669064,3.523626,2.0408711",Tanker
"-458.06412,79.59652,-27.237886,20.520462,-2.272089,27.831022,3.5592167,13.523025,10.034046,21.120184,-2.7289493,21.036657,0.56724584,14.126039,0.9386307,14.611866,1.0126897,9.058561,3.2286444,9.825727,-1.3448544,11.709134,-2.9365382,4.452874,-0.61729497,3.994466,-0.8517903,3.0157778,4.5010443,5.1524887,1.4891306,1.415326,2.4928901,0.5213864,2.9484384,3.660824,2.7842543,-0.5287697,3.1831849,2.0626519",Tanker
"-513.51587,83.253654,-1.0931543,20.485582,-1.7626108,19.715376,3.3913786,17.85029,-0.9181845,15.375925,-0.3935504,15.0598,2.8490117,12.137095,-1.598069,10.841699,1.1519045,13.748138,4.75464,10.643417,1.6474156,8.74101,2.6164956,7.2749643,3.3758698,7.5060635,3.877453,5.910159,3.9580991,4.832173,2.9820461,3.7064667,3.3066294,3.9942436,5.0770206,4.453182,5.833681,4.4415126,5.560156,3.1855905",Tanker
"-409.0073,124.57907,16.639444,37.075737,7.344764,25.311636,-0.22023043,19.671408,-2.3270216,8.310394,-5.6785097,15.470024,-3.2956645,11.847201,-5.9515924,7.0957623,-3.7259417,9.123271,-1.0467955,5.1990886,-5.1804776,7.0202427,-3.023069,4.0501904,-0.5941753,4.5597534,-1.2192247,2.967302,0.6569245,1.7788893,-0.1363122,2.1137624,-0.139098,1.6206135,1.213508,2.1714532,0.58358824,0.08182049,3.7964153,2.6616228",Tanker
"-371.70682,122.33344,7.57834,31.698689,-8.524024,17.02164,-0.47943345,9.151332,-14.992302,5.730397,-16.550674,15.672207,3.4527736,17.632223,-2.16079,10.968727,-5.8239994,8.980906,-4.005648,5.956565,-9.286512,4.6053963,-4.2720985,4.8636622,-2.2301712,3.067309,-1.8128769,-0.15951456,-2.1311703,2.0346718,-2.7787397,2.3429022,2.3665922,2.9622748,2.820868,4.4922094,6.117477,2.7630181,4.5059686,4.642134",Tanker
"-366.1893,126.110306,12.118333,33.74863,11.20761,16.820457,1.1296259,16.730213,0.56036466,7.6409287,-3.0256524,11.889507,1.9934909,12.286238,1.4511706,9.163773,-0.007346325,8.340921,3.1270292,2.3690586,-2.1300156,5.6923146,1.1787223,4.3239007,1.7929088,2.4252594,-0.25640482,1.8323787,1.148838,0.60193586,-0.64661556,-0.4127212,0.09074891,0.08196323,0.5904242,0.38825363,0.8583745,-0.33854267,2.892412,0.70104206",Tanker
"-428.53012,113.69123,-7.420322,25.842138,-4.6438966,22.36599,6.5105042,16.355303,-1.3968756,10.02878,-2.0156572,18.717684,-2.1245918,10.753161,-3.100252,8.871709,-1.9926236,11.891414,0.56731224,8.237903,-2.4669244,9.619009,-0.8724438,7.2117934,-0.5590375,6.091447,0.37480217,3.9591808,-0.1125759,3.3826947,-1.1204915,2.094659,0.028818058,1.1103699,1.433692,2.8688824,2.8306332,1.0289286,2.6044652,2.3534062",Tanker
"-417.95544,101.80809,1.9828178,29.389017,-3.3641043,13.882,2.3553112,19.094461,-1.8891234,14.706725,-8.710014,14.489568,1.0471221,10.604765,-3.432167,11.823563,-2.1019819,11.934177,-0.3660438,8.459253,-3.8471608,8.571493,-1.8514886,6.054455,0.119567014,5.8332744,-0.14389062,3.359445,-0.500145,3.4602938,-1.0161185,4.3645544,1.1197507,4.4684277,2.7538078,4.55822,2.2672,3.235261,3.34468,4.319025",Tanker
"-392.88452,114.151306,10.127024,32.086185,-8.478334,14.540116,-2.1201005,15.177597,-5.747235,10.71292,-2.1180851,14.785269,-1.1643654,11.512662,-3.784566,9.892388,-2.866356,11.456784,-0.45382467,5.7269974,-2.8161743,6.5718184,-1.029583,5.9476876,1.9316235,4.5448437,0.5217385,4.118326,2.3830566,2.7523878,-0.13648961,3.0830023,1.1408665,3.2401235,2.7065473,2.990934,1.9127326,3.035991,4.02305,3.1072528",Tanker
"-442.55963,103.1785,12.687417,34.48514,3.9842398,20.978382,5.275354,22.796444,1.4082085,13.200689,-1.0814148,17.688755,2.6328392,13.370439,-1.9273368,10.502943,-1.7595497,10.975936,-0.015459455,6.3341346,-2.699908,7.4543433,0.014368334,5.0196533,2.0504878,4.751476,0.41450736,2.4734666,0.6646582,2.856158,-0.23470858,1.3537412,0.030472603,1.1612821,1.5819168,2.6271198,1.8846478,0.095527224,1.5998918,0.46002463",Tanker
"-349.77066,104.54491,10.496685,31.377344,-6.6522083,13.188607,-0.28320825,18.849628,-6.9959226,10.807502,-12.500593,16.38637,-3.5058167,8.9545,-4.4044504,11.433743,-3.0615618,13.61719,-1.7096429,6.9957604,-5.454557,6.996687,-2.670909,2.7676432,-0.9497055,3.181578,-2.866205,3.587242,-4.458831,4.9917364,-2.0464814,4.1228085,-0.57731664,5.0630703,2.854166,4.8762712,-0.22281733,2.0170918,1.3965408,4.0320024",Tanker
"-414.45706,113.50102,-6.2902417,19.468302,-6.4301686,19.702215,5.106963,22.298124,-2.9302757,13.062732,2.088814,16.442781,0.49648878,10.699584,-5.7474747,11.006333,-0.3186449,11.449895,0.87052965,8.134537,-1.1919411,9.998705,-2.4276366,6.1693754,-1.299115,5.4063525,-0.38252094,4.881838,2.189841,5.148484,1.7323763,4.2984796,2.0431557,2.6827397,1.0322806,1.3857605,0.92497927,2.528076,2.8787973,1.3507947",Tanker
"-327.4173,130.42352,10.622361,29.764093,-1.457813,24.402428,-1.572481,11.172013,-5.021074,15.224713,-4.4548955,10.780647,-5.8152394,14.194926,-7.523652,9.873373,-2.9030268,8.494944,-4.6164308,8.884785,-3.413686,6.9199567,-2.9982095,6.2657466,-1.9203833,5.544732,-2.0895443,3.004409,-4.118135,4.126379,-0.97498983,3.4869695,-3.053068,2.3314154,-2.056035,2.4232545,-0.35681885,2.3217134,0.5043747,1.752572",Tanker
"-577.4619,107.917305,-1.5380955,35.051968,3.4485862,23.406712,15.126054,14.024412,2.7854648,8.883844,0.910201,7.6191115,4.551499,6.4637322,4.125139,3.4042008,3.2771811,8.396203,5.558093,3.5609522,6.2569256,5.504834,4.9186134,7.3759484,3.2327607,5.772736,6.8015227,1.8905989,5.30989,4.9502015,3.1255255,2.1093996,3.7810552,2.9622033,4.357735,2.3191586,1.8246315,4.6836953,4.354504,3.391465",Tanker
"-493.39545,89.207466,3.059503,25.760603,-4.9810224,19.236647,1.997114,18.826603,-2.7869124,11.219138,-0.7932978,14.509812,3.1982515,13.921981,-1.4006813,11.768477,1.135546,12.682799,1.1405494,7.7383976,-0.26482072,8.07417,0.16440538,6.7433667,2.385377,6.0354857,1.967842,5.591893,4.1343784,5.711205,3.7646132,4.6824117,3.4311182,4.4225917,4.3390102,3.4958835,2.6983423,2.1225615,3.695824,2.1151764",Tanker
"-375.86707,117.85945,19.26293,34.284996,-1.1586555,20.181269,5.8061323,17.102785,-4.232882,13.862806,-10.20462,15.611448,-1.7353338,9.742978,-8.292314,7.7792077,-5.7951226,10.443138,1.0458227,6.4980607,-5.6505404,5.647225,-1.7035112,4.2550426,-0.80917543,3.1330624,-1.9409844,1.4724468,-3.0589092,0.2968647,-6.5215416,0.37873548,-2.9635077,0.66846985,-2.4754813,2.3267727,-1.6700325,0.49383375,-0.22802988,2.032381",Tanker
"-390.30307,114.036316,1.0026271,24.386305,-6.8395104,20.308977,0.91103435,12.527351,-6.023087,5.7909822,-5.96713,18.801373,-4.475413,12.059508,-1.5919921,10.989812,1.7307787,13.445018,1.0204958,4.8136725,-2.9853108,5.927528,-3.0442157,5.668451,-1.97488,4.1081986,-3.379521,2.0498455,-1.1796111,5.3617396,-1.5605172,3.9085095,-1.0323267,3.800654,2.1615322,4.133835,-2.0821605,-0.069166206,0.19829139,0.7130836",Tanker
"-488.59097,101.030136,9.103859,34.384926,6.298613,24.90967,8.858676,25.643845,-0.7007886,15.004764,-0.77867377,13.829672,2.4841073,9.785072,-4.02341,8.447493,-0.7304424,7.844309,-0.91861504,4.834693,-2.1767757,4.6058006,-0.6189823,4.7228823,-0.10923751,3.1373198,0.8697026,2.527723,0.7686142,1.4298717,0.7078219,0.8751504,0.75467306,1.9398999,2.1517715,0.94294286,0.94863653,0.6575958,2.9997652,1.7572241",Tanker
"-496.12372,86.6393,-1.156245,29.070833,-4.342233,13.901347,-0.90889204,21.460999,-1.4625906,14.392323,1.4493635,15.549878,-0.15567386,10.285562,-3.4369864,9.427952,0.7287184,12.107108,2.4880505,7.964879,-0.68799025,7.106009,-0.03828169,6.7089515,3.3221736,7.13451,3.787623,6.3430247,3.6221476,4.6801004,4.134854,5.4190507,3.4756882,4.02647,5.183112,4.4847593,3.347289,2.4044046,4.096093,2.7249491",Tanker
"-446.9491,91.803314,12.849105,31.751774,-4.2096257,18.400879,-0.84818053,17.149368,0.4354932,17.144169,-1.5293349,17.385935,2.365986,13.442417,-1.8528234,9.333473,-4.5136423,9.949563,0.48817414,9.080726,0.41359153,9.590843,2.058436,7.6826177,3.1801522,6.1261144,0.06809386,2.4825797,-0.44830415,2.5673072,-0.49225235,1.8678087,0.5718924,3.0946376,3.4884965,5.026681,3.9902387,2.2691689,2.6769698,1.1890786",Tanker
"-463.74957,117.088715,14.552714,20.169876,2.8588068,18.264208,8.231354,29.40078,1.8291957,12.540306,-5.6779113,15.356534,5.166461,15.505257,1.4765755,11.416464,-0.96349657,13.570446,5.1420503,9.053844,-2.2410464,7.356467,-1.2269286,5.646396,2.1181667,5.6655,-0.6221422,1.584917,0.1342162,1.5442101,-0.3985944,2.0113087,-0.64434284,0.7160519,-1.9333212,0.14326398,-1.3938706,0.41743425,2.3118658,1.3334926",Tanker
"-381.20663,85.841324,17.086048,22.458273,9.364659,16.228178,10.575116,14.461224,6.7381706,8.97815,2.3881462,9.434288,4.8531785,6.3615475,0.7797909,5.0177364,1.9428993,6.9821925,4.0182867,4.2436953,1.3709694,5.015121,3.0221016,3.3726037,2.4850879,2.5348957,1.7753087,2.0861032,2.1432571,1.7627977,1.0002128,1.1616576,1.4444001,1.6753867,2.7629743,2.054997,2.1589298,0.8329674,2.1037807,1.2591711",Tanker
"-441.5011,104.43411,-8.055211,31.093033,-2.266013,16.134045,3.9730592,14.784159,-7.224737,9.3327265,-5.4330487,15.745318,0.27944872,7.8000154,-7.084209,5.5917854,-4.1748104,8.68309,-2.1843247,5.482809,-2.1502976,9.650807,1.010319,8.171173,0.01699959,5.4144707,-0.7712437,1.3688942,-1.6081607,-1.1063548,-2.546315,1.4841379,0.70893073,4.6007724,4.128616,5.5292144,3.3840036,4.587968,5.431076,5.1755037",Tanker
"-456.019,121.223694,13.28804,38.907074,5.67118,17.560526,-0.35857123,17.455366,-4.23051,8.040549,-8.054206,13.388151,2.152312,12.692253,-1.3152307,10.210134,-4.1535616,7.998409,0.23966302,7.572121,-2.4707897,5.670127,-0.3608224,6.25064,0.784493,4.415965,0.7052048,4.0721784,1.1488993,3.3521464,-0.5462011,0.45804864,1.3905033,2.256777,2.1678607,3.1242323,3.1228795,-0.11716312,1.6828103,-0.16602114",Tanker
"-408.45905,96.9966,-6.6840954,29.982319,-7.231451,23.253756,2.4544487,22.952574,-2.829554,10.923428,-2.049304,18.757566,-0.774103,18.2161,-5.3809443,11.947087,-2.1680417,12.290745,0.6855967,7.5402927,-2.535474,7.0698886,-0.46012184,7.1119657,2.2431734,4.3980083,0.36988947,3.9565668,2.1274607,4.717595,0.36658975,3.1577404,-0.05586892,4.2400446,2.4686403,3.6487427,-0.28582403,0.7517094,2.0517433,2.3282156",Tanker
"-430.20776,79.056595,-3.0389426,13.411984,-14.001215,18.09569,-4.9945745,24.8447,-8.735547,11.693608,-0.020826232,18.727995,4.1799884,15.749259,-1.3099976,14.753409,1.5714191,12.628462,-0.118667394,9.155475,-1.1440321,9.455127,-3.0745492,6.8992553,-1.4324102,5.606804,-0.97273123,5.4024,1.0145824,3.5350714,-0.95492446,3.9399853,1.4810132,5.7196403,3.551685,5.720982,2.1246407,5.264951,3.3151712,3.2748518",Tanker
"-383.30133,109.51564,9.430109,34.767998,0.6247486,15.576938,-3.627746,17.72375,0.026698496,11.9504385,-6.955264,12.965288,-1.5841192,10.73281,-3.9942312,8.274547,-5.4818096,8.271526,-1.8221611,4.9816747,-5.6291127,5.493446,-0.78313833,4.295197,-0.13903648,4.4424253,-0.7814435,2.2677438,-0.406266,3.0515487,-1.6304109,2.0204055,-0.094900586,1.6938343,1.2793087,3.849854,2.2962465,1.0313705,2.739431,2.7406423",Tanker
"-357.99832,88.21825,4.4627504,30.788204,-5.353778,27.635382,5.7087164,23.487602,-5.9882584,16.392591,-3.7988315,18.137428,-4.2293563,14.206895,-7.6209583,8.805683,-5.213254,9.780516,-4.223214,5.3068027,-3.8757827,7.6910954,-3.813332,5.652412,-1.1449153,4.628296,0.39307323,4.832779,1.903411,3.573814,-1.2741662,3.6944275,0.63237184,6.057658,1.7890167,4.0521216,-0.75763506,4.2179246,2.3024845,5.2937145",Tanker
"-461.93015,95.31669,8.754804,28.595469,9.257274,23.935827,7.2194123,21.348156,4.0663714,11.748686,-0.929583,13.707603,2.638081,9.824146,-0.5541961,8.650174,-0.025846295,10.157494,3.4538796,6.777326,0.5641186,6.785205,2.2225227,4.6509376,2.6282575,3.567802,0.8425627,1.7030205,1.2755979,1.8847247,1.5407292,2.238661,2.1736093,1.9678348,3.829123,3.161332,3.4438949,0.80211353,3.0670295,0.7591769",Tanker
"-407.78134,134.55826,12.9661255,46.684093,9.53352,21.170746,0.332748,17.44796,1.2179197,11.628207,-3.279098,16.397507,1.3740375,7.46177,-2.8998902,10.294647,-5.502311,7.693141,-0.6057409,3.6601672,-2.280092,7.869952,0.91381705,3.8072982,1.5144174,3.6375844,3.3834846,3.2641122,-0.022278981,4.220002,2.1447053,2.3382313,-0.11240736,-0.53151953,-1.2444631,1.9259341,4.188652,0.74854326,-0.06276935,1.0451423",Tanker
"-387.23944,124.715775,9.369108,38.641994,6.3274508,19.80451,4.6161957,26.597782,8.0290785,13.404986,0.9809236,18.458942,-0.9996516,8.119504,-2.5753744,6.6023054,-2.4604979,9.565623,2.6505108,5.168198,-3.041949,8.026846,-0.412785,4.4125285,0.32476342,3.3333852,-0.90280896,2.2114596,2.9932854,1.4049685,-0.6694269,-0.10362933,-0.5111343,-0.61110103,2.6470227,1.01563,-0.14808358,-3.1613781,0.39031595,-1.5024121",Tanker
"-378.23114,97.83087,19.092695,33.093258,6.723785,19.47336,2.1241298,23.580616,0.7190995,14.003277,-3.7386155,18.101011,2.900315,12.895386,-4.3385334,10.877914,-3.3806682,11.774127,-0.5374174,6.917186,-4.6128426,8.259393,0.87931865,5.783045,0.7200227,4.7536864,0.19988719,4.9947605,1.5739857,5.847888,0.57423073,3.5100245,-0.016922424,2.4523923,0.8839875,3.7308292,1.3891096,0.75871634,0.8043328,1.8320253",Tanker
"-352.70334,123.6342,19.768068,37.184944,5.9738765,19.319975,1.4507504,20.545963,-5.446211,9.82615,-6.91627,16.12983,-1.470317,12.195303,0.23575261,9.499433,-4.322411,9.548916,-0.44232202,5.7477293,-3.176046,5.9135265,-0.8292219,2.6388133,-0.21129882,1.2911118,-2.2680984,2.0920284,-0.10195298,3.4182909,-2.5054643,2.2681477,-0.8561697,0.77506226,-0.12510867,0.6019947,-1.2242151,-0.5829172,1.2699535,0.5701431",Tanker
"-387.21243,99.99042,10.877375,28.294262,9.230669,17.983816,4.561209,13.166052,1.0296129,7.0172462,0.39330474,10.884022,4.389759,9.404637,2.4360726,6.6930056,1.4790059,6.14686,1.1178623,2.1546206,-1.4503047,3.3967497,0.61836684,3.1244862,3.1946099,3.2522886,2.3841493,2.7882066,4.1192784,3.6186414,3.1338613,1.0219662,1.2817316,1.3505174,2.433537,1.3650446,0.9977141,-0.25880516,2.302805,1.4504596",Tanker
"-396.3784,80.198,0.23514318,25.506021,-6.483909,17.210316,-0.9287247,21.637144,-10.229523,18.051949,-7.5099144,15.323636,1.66418,10.905691,-7.225434,12.13474,-1.9554627,13.769197,-1.7292393,8.684856,-3.3043587,9.834284,-2.0316355,8.395267,0.18089344,8.134675,0.4287024,8.279318,1.9408797,7.0544605,-1.7039104,3.258055,-1.8695971,4.7286563,2.4665036,6.090884,1.7658572,5.5974226,1.0225065,3.7190447",Tanker
